설문 문제 일련번호,설문 유형 일련번호,항목 출력 순서,설문 문항 설명,프로그램 종류,설문 상세 구분 코드,설문 답항 구분 코드,설문 답항 갯수
2067,283,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2068,283,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2069,283,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2070,283,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2071,283,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2072,283,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2073,283,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2074,283,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2075,283,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2076,283,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
2077,283,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2078,283,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2079,283,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2080,283,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2081,284,0,01월 01일,,,CD_00000000000000062,
2082,284,0,01월 02일,,,CD_00000000000000062,
2083,284,0,01월 03일,,,CD_00000000000000062,
2084,284,0,01월 04일,,,CD_00000000000000062,
2085,284,0,01월 05일,,,CD_00000000000000062,
2086,285,0,1순위,,,CD_00000000000000063,3
2087,286,0,생활안내 및 안전교육,,,CD_00000000000000064,
2088,286,0,치유미션트레킹,행복찾기,,CD_00000000000000064,
2089,286,0,티셔츠만들기,감성충전,,CD_00000000000000064,
2090,286,0,심신팔찌만들기,감성충전,,CD_00000000000000064,
2091,286,0,전반적,,,CD_00000000000000064,
2092,287,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2093,287,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2094,287,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2095,287,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2096,287,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2097,287,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2098,287,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2099,287,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2100,287,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2101,287,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2102,287,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2103,287,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2104,287,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2105,287,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2106,287,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2107,287,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2108,287,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
2109,287,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2110,287,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2111,287,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2112,287,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2113,288,0,01월 01일,,,CD_00000000000000062,
2114,288,0,01월 02일,,,CD_00000000000000062,
2115,288,0,01월 03일,,,CD_00000000000000062,
2116,288,0,01월 04일,,,CD_00000000000000062,
2117,288,0,01월 05일,,,CD_00000000000000062,
2118,289,0,1순위,,,CD_00000000000000063,3
2119,290,0,생활안내 및 안전교육,,,CD_00000000000000064,
2120,290,0,힐링궁전,활력찾기,,CD_00000000000000064,
2121,290,0,추억액자,감성충전,,CD_00000000000000064,
2122,290,0,야외숲치유,활력찾기,,CD_00000000000000064,
2123,290,0,편백 팔찌 만들기,감성충전,,CD_00000000000000064,
2124,290,0,진행시간,,,CD_00000000000000064,
2125,291,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2126,291,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2127,291,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2128,291,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2129,291,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2130,291,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2131,291,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2132,291,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2133,291,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2134,291,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2135,291,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2136,291,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2137,291,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2138,291,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2139,291,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2140,291,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2141,291,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2142,291,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2143,291,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2144,291,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2145,292,0,01월 01일,,,CD_00000000000000062,
2146,292,0,01월 02일,,,CD_00000000000000062,
2147,292,0,01월 03일,,,CD_00000000000000062,
2148,292,0,01월 04일,,,CD_00000000000000062,
2149,292,0,01월 05일,,,CD_00000000000000062,
2150,293,0,1순위,,,CD_00000000000000063,3
2151,294,0,생활안내 및 안전교육,,,CD_00000000000000064,
2152,294,0,치유미션트레킹,행복찾기,,CD_00000000000000064,
2153,294,0,숲에서 보내는 편지,가치찾기,,CD_00000000000000064,
2154,294,0,숲 오감체험,자연친구,,CD_00000000000000064,
2155,294,0,편백 팔찌 만들기,감성충전,,CD_00000000000000064,
2156,294,0,진행시간,,,CD_00000000000000064,
2157,295,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2158,295,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2159,295,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2160,295,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2161,295,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2162,295,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2163,295,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2164,295,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2165,295,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2166,295,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2167,295,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2168,295,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2169,295,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2170,295,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2171,295,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2172,295,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2173,295,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
2174,295,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2175,295,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2176,295,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2177,295,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2178,296,0,01월 01일,,,CD_00000000000000062,
2179,296,0,01월 02일,,,CD_00000000000000062,
2180,296,0,01월 03일,,,CD_00000000000000062,
2181,296,0,01월 04일,,,CD_00000000000000062,
2182,296,0,01월 05일,,,CD_00000000000000062,
2183,297,0,1순위,,,CD_00000000000000063,3
2184,298,0,생활안내 및 안전교육,,,CD_00000000000000064,
2185,298,0,편백 팔찌 만들기,감성충전,,CD_00000000000000064,
2186,298,0,야외숲치유,활력찾기,,CD_00000000000000064,
2187,298,0,액자만들기,감성충전,,CD_00000000000000064,
2188,298,0,진행시간,,,CD_00000000000000064,
2189,299,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2190,299,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2191,299,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2192,299,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2193,299,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2194,299,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2195,299,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2196,299,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2197,299,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2198,299,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2199,299,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2200,299,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2201,299,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2202,299,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2203,299,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2204,299,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2205,299,0,5. 매점은 편의시설을 잘 갖추고 있다.,,,CD_00000000000000064,
2206,299,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2207,299,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2208,299,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2209,299,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2210,300,0,01월 01일,,,CD_00000000000000062,
2211,300,0,01월 02일,,,CD_00000000000000062,
2212,300,0,01월 03일,,,CD_00000000000000062,
2213,300,0,01월 04일,,,CD_00000000000000062,
2214,300,0,01월 05일,,,CD_00000000000000062,
2215,301,0,1순위,,,CD_00000000000000063,3
2216,302,0,생활안내 및 안전교육,,,CD_00000000000000064,
2217,302,0,편백향기 주머니 만들기,감성충전,,CD_00000000000000064,
2218,302,0,숲 오감체험,자연친구,,CD_00000000000000064,
2219,302,0,힐링에코백 만들기,감성충전,,CD_00000000000000064,
2220,302,0,진행시간,,,CD_00000000000000064,
2221,303,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2222,303,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2223,303,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2224,303,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2225,303,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2226,303,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2227,303,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2228,303,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2229,303,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2230,303,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2231,303,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2232,303,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2233,303,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2234,303,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2235,303,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2236,303,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2237,303,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2238,303,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2239,303,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2240,303,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2241,304,0,기타의견,,,CD_00000000000000061,
2242,305,0,01월 01일,,,CD_00000000000000062,
2243,305,0,01월 02일,,,CD_00000000000000062,
2244,305,0,01월 03일,,,CD_00000000000000062,
2245,305,0,01월 04일,,,CD_00000000000000062,
2246,305,0,01월 05일,,,CD_00000000000000062,
2247,306,0,1순위,,,CD_00000000000000063,3
2248,307,0,생활안내 및 안전교육,,,CD_00000000000000064,
2249,307,0,편백향기 주머니 만들기,감성충전,,CD_00000000000000064,
2250,307,0,숲 오감체험,자연친구,,CD_00000000000000064,
2251,307,0,힐링에코백 만들기,감성충전,,CD_00000000000000064,
2252,307,0,진행시간,,,CD_00000000000000064,
2253,308,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2254,308,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2255,308,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2256,308,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2257,308,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2258,308,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2259,308,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2260,308,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2261,308,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2262,308,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2263,308,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2264,308,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2265,308,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2266,308,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2267,308,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2268,308,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2269,308,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2270,308,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2271,308,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2272,308,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2273,309,0,기타의견,,,CD_00000000000000061,
2274,310,0,01월 01일,,,CD_00000000000000062,
2275,310,0,01월 02일,,,CD_00000000000000062,
2276,310,0,01월 03일,,,CD_00000000000000062,
2277,310,0,01월 04일,,,CD_00000000000000062,
2278,310,0,01월 05일,,,CD_00000000000000062,
2279,311,0,1순위,,,CD_00000000000000063,3
2280,312,0,오감빙고,행복찾기,,CD_00000000000000064,
2281,312,0,카프라놀이,행복찾기,,CD_00000000000000064,
2282,312,0,진행시간,,,CD_00000000000000064,
2283,313,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2284,313,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2285,313,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2286,313,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2287,313,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2288,313,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2289,313,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2290,313,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2291,313,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2292,313,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2293,313,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2294,313,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2295,313,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2296,313,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2297,313,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2298,313,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2299,313,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2300,313,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2301,313,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2302,313,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2303,314,0,기타의견,,,CD_00000000000000061,
2304,315,0,01월 01일,,,CD_00000000000000062,
2305,315,0,01월 02일,,,CD_00000000000000062,
2306,315,0,01월 03일,,,CD_00000000000000062,
2307,315,0,01월 04일,,,CD_00000000000000062,
2308,315,0,01월 05일,,,CD_00000000000000062,
2309,316,0,1순위,,,CD_00000000000000063,3
2310,317,0,숲속탐험대,행복찾기,,CD_00000000000000064,
2311,317,0,오감빙고,행복찾기,,CD_00000000000000064,
2312,317,0,카프라놀이,행복찾기,,CD_00000000000000064,
2313,317,0,벌꿀테라피,활력찾기,,CD_00000000000000064,
2314,317,0,진행시간,,,CD_00000000000000064,
2315,318,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2316,318,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2317,318,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2318,318,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2319,318,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2320,318,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2321,318,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2322,318,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2323,318,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2324,318,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2325,318,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2326,318,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2327,318,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2328,318,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2329,318,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2330,318,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2331,318,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2332,318,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2333,318,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2334,318,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2335,319,0,기타의견,,,CD_00000000000000061,
2385,328,0,01월 01일,,,CD_00000000000000062,
2386,328,0,01월 02일,,,CD_00000000000000062,
2387,328,0,01월 03일,,,CD_00000000000000062,
2388,328,0,01월 04일,,,CD_00000000000000062,
2389,328,0,01월 05일,,,CD_00000000000000062,
2390,329,0,1순위,,,CD_00000000000000063,3
2391,330,0,오감빙고,행복찾기,,CD_00000000000000064,
2392,330,0,싱어숲,감성충전,,CD_00000000000000064,
2393,330,0,행복꼼지락,행복찾기,,CD_00000000000000064,
2394,330,0,진행시간,,,CD_00000000000000064,
2395,331,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2396,331,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2397,331,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2398,331,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2399,331,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2400,331,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2401,331,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2402,331,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2403,331,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2404,331,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2405,331,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2406,331,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2407,331,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2408,331,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
2409,331,0,3. 식당은 전반적으로 쾌적하였다.,,,CD_00000000000000064,
2410,331,0,4. 식당의 식단구성 및 맛은 적절하였다.,,,CD_00000000000000064,
2411,331,0,1. 국립횡성숲체원에서 고객이 바라던 것이 모두 충족되었다.,,,CD_00000000000000064,
2412,331,0,"2. 국립횡성숲체원의 서비스를 이용하신 후, 국립횡성숲체원의 사업/활동에 대해 신뢰감을 갖게 되었다.",,,CD_00000000000000064,
2413,331,0,1. 향후 국립횡성숲체원에 재방문할 의향이 있다.,,,CD_00000000000000064,
2414,331,0,2. 국립횡성숲체원을 주변 지인들에게 소개할 의향이 있다.,,,CD_00000000000000064,
2415,332,0,기타의견,,,CD_00000000000000061,
2416,333,0,01월 01일,,,CD_00000000000000062,
2417,333,0,01월 02일,,,CD_00000000000000062,
2418,333,0,01월 03일,,,CD_00000000000000062,
2419,333,0,01월 04일,,,CD_00000000000000062,
2420,333,0,01월 05일,,,CD_00000000000000062,
2421,334,0,1순위,,,CD_00000000000000063,3
2422,335,0,싱어숲,감성충전,,CD_00000000000000064,
2423,335,0,행복꼼지락,행복찾기,,CD_00000000000000064,
2424,335,0,건강해 要(요),활력찾기,,CD_00000000000000064,
2425,335,0,진행시간,,,CD_00000000000000064,
2426,336,0,1. 직원은 칠절하게 고객을 응대하였다,,,CD_00000000000000064,
2427,336,0,2. 고객의 입장을 고려하여 신속하게 업무를 처리 하였다.,,,CD_00000000000000064,
2428,336,0,3. 숲체원의 서비스 이용과정이 원활했다.,,,CD_00000000000000064,
2429,336,0,4. 숲체원에서 받은 서비스는 고객의 이용목적에 부합했다.,,,CD_00000000000000064,
2430,336,0,1. 프로그램에 대한 이해가 적절 하였다.,,,CD_00000000000000064,
2431,336,0,2. 프로그램은 고객에게 도움이 되었다.,,,CD_00000000000000064,
2432,336,0,"3. 프로그램 교육 기자재(교재, 재료 등)를 잘 갖추고 있다.",,,CD_00000000000000064,
2433,336,0,4. 프로그램 진행자가 전문성이 있다.,,,CD_00000000000000064,
2434,336,0,"1. 노약자, 유아, 장애인 등을 위한 시설을 잘 갖추고 있다.",,,CD_00000000000000064,
2435,336,0,2. 프로그램을 진행하기에 적절한 공간을 갖추고 있다.,,,CD_00000000000000064,
2436,336,0,"3. 탐방로, 데크로드 등 외부시설의 관리가 잘 되었다.",,,CD_00000000000000064,
2437,336,0,4. 시설에 대한 안내표시는 잘 되어있다.,,,CD_00000000000000064,
2438,336,0,"1. 강의실, 강당 등 내부 교육시설은 쾌적하였다.",,,CD_00000000000000064,
2439,336,0,2. 객실은 청결하게 관리되어 있다.,,,CD_00000000000000064,
